,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
464,2464,Women,Lifestyle,Blazer Mid,XL,3.0,2699.59,0.0,0.0,2024-06-30,Retail,Hyderabad,3507.56
465,2465,Kids,Lifestyle,Blazer Mid,7,1.0,7814.02,0.0,0.0,22-03-2025,Retail,Pune,684.07
466,2466,Women,Soccer,Mercurial Superfly,L,1.482213438735178,6569.65,0.0,0.0,2025/07/05,Retail,Pune,3056.38
467,2467,Kids,Training,SuperRep Go,M,1.0,8484.82,0.0,0.0,2023-11-05,Online,Mumbai,1899.54
468,2468,Women,Soccer,Phantom GT,7,0.0,6012.23,0.62,0.0,2024/10/26,Retail,bengaluru,-1113.25
469,2469,Men,Training,Metcon 7,XL,4.0,6039.8633948635625,1.08,0.0,2025-05-21,Retail,Mumbai,-279.26
470,2470,Men,Soccer,Mercurial Superfly,L,1.482213438735178,6039.8633948635625,0.0,0.0,07-11-2024,Online,Delhi,1099.17
471,2471,Men,Basketball,Kyrie Flytrap,L,1.482213438735178,4527.64,0.0,0.0,10-12-2024,Retail,Pune,464.96
472,2472,Men,Basketball,LeBron 20,L,1.482213438735178,2255.65,0.0,0.0,2025/04/05,Online,Mumbai,560.7
473,2473,Men,Training,ZoomX Invincible,L,1.482213438735178,8752.02,0.0,0.0,10-12-2024,Retail,Pune,283.56
474,2474,Kids,Training,Metcon 7,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024/12/21,Retail,Delhi,115.11
475,2475,Men,Running,Free RN,L,2.0,6039.8633948635625,1.06,0.0,2025-01-07,Online,bengaluru,3885.97
476,2476,Men,Soccer,Premier III,M,1.482213438735178,6039.8633948635625,1.09,0.0,10-12-2024,Retail,Pune,-627.07
477,2477,Women,Training,ZoomX Invincible,M,1.482213438735178,5923.67,0.0,0.0,30-09-2024,Online,hyderbad,-177.68
478,2478,Women,Soccer,Mercurial Superfly,L,2.0,6039.8633948635625,0.62,0.0,12-05-2025,Online,Pune,-223.4
479,2479,Women,Running,Air Zoom,L,1.482213438735178,2708.99,0.0,0.0,10-12-2024,Online,Delhi,952.78
480,2480,Men,Basketball,Kyrie Flytrap,M,1.482213438735178,6039.8633948635625,0.0,0.0,20-08-2024,Retail,Pune,25.18
481,2481,Women,Soccer,Premier III,7,1.0,9145.37,0.07,8505.19,17-04-2025,Online,Pune,1755.19
482,2482,Men,Lifestyle,Air Force 1,XL,1.482213438735178,6039.8633948635625,0.0,0.0,2024/09/14,Online,Mumbai,2642.8
483,2483,Kids,Running,Free RN,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/05/17,Retail,Delhi,856.75
484,2484,Men,Soccer,Mercurial Superfly,10,1.482213438735178,5308.26,1.03,0.0,10-05-2025,Retail,Bangalore,1189.82
485,2485,Kids,Running,Air Zoom,M,1.482213438735178,9307.2,0.0,0.0,17-12-2024,Online,Hyderabad,16.06
486,2486,Kids,Soccer,Mercurial Superfly,M,1.482213438735178,6039.8633948635625,0.33,0.0,10-12-2024,Retail,Hyd,1332.57
487,2487,Men,Running,Air Zoom,L,3.0,5881.13,0.8,3528.68,2025-03-31,Online,hyderbad,2108.4
488,2488,Kids,Running,Free RN,6,4.0,6387.51,0.0,0.0,10-12-2024,Retail,Kolkata,300.76
489,2489,Men,Lifestyle,Air Force 1,L,4.0,6039.8633948635625,0.18,0.0,02-10-2024,Retail,hyderbad,1415.34
490,2490,Women,Soccer,Premier III,L,3.0,5015.19,0.75,3761.39,26-11-2024,Online,hyderbad,-494.53
491,2491,Kids,Soccer,Phantom GT,M,1.482213438735178,8998.44,0.0,0.0,2025/05/28,Online,bengaluru,-432.44
492,2492,Kids,Basketball,LeBron 20,L,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Kolkata,473.22
493,2493,Women,Soccer,Premier III,L,3.0,6042.94,0.0,0.0,2024/11/26,Retail,Kolkata,1659.75
494,2494,Kids,Lifestyle,Dunk Low,L,2.0,6039.8633948635625,0.0,0.0,20-11-2024,Retail,Mumbai,1007.7
495,2495,Kids,Basketball,LeBron 20,L,3.0,6039.8633948635625,1.11,0.0,2025/01/20,Retail,Bangalore,36.16
496,2496,Kids,Running,React Infinity,M,2.0,4110.72,0.32,5590.58,2024/12/24,Retail,bengaluru,3894.95
497,2497,Kids,Basketball,Air Jordan,XL,1.0,6039.8633948635625,0.0,0.0,2023-11-29,Online,Mumbai,2592.98
498,2498,Kids,Training,ZoomX Invincible,L,1.482213438735178,6039.8633948635625,0.0,0.0,01-06-2025,Retail,Pune,1574.98
499,2499,Women,Soccer,Premier III,L,1.482213438735178,8347.87,0.0,0.0,2024-06-07,Retail,hyderbad,1488.3
500,2500,Kids,Running,Pegasus Turbo,L,1.482213438735178,6039.8633948635625,0.99,0.0,2025/07/06,Online,bengaluru,3100.16
501,2501,Women,Lifestyle,Air Force 1,L,1.482213438735178,6453.36,0.0,0.0,04-06-2025,Retail,Kolkata,2321.06
502,2502,Women,Basketball,Kyrie Flytrap,M,0.0,6039.8633948635625,0.0,0.0,2023-09-10,Retail,Mumbai,2412.82
503,2503,Women,Training,ZoomX Invincible,XL,1.482213438735178,6039.8633948635625,0.0,0.0,20-01-2025,Online,Bangalore,-173.16
504,2504,Men,Basketball,Zoom Freak,L,3.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,hyderbad,-278.07
505,2505,Women,Running,Free RN,9,1.482213438735178,6039.8633948635625,1.11,0.0,03-07-2025,Online,bengaluru,3748.24
506,2506,Men,Training,SuperRep Go,L,1.482213438735178,2225.73,0.0,0.0,27-05-2025,Online,Delhi,276.63
507,2507,Men,Soccer,Phantom GT,L,2.0,6039.8633948635625,0.0,0.0,2024-03-13,Retail,hyderbad,2116.53
508,2508,Kids,Soccer,Premier III,XL,1.0,6039.8633948635625,1.16,0.0,10-12-2024,Retail,Kolkata,1811.51
509,2509,Men,Running,React Infinity,L,1.482213438735178,6039.8633948635625,0.0,0.0,2024/11/23,Online,bengaluru,1086.09
510,2510,Kids,Running,React Infinity,L,0.0,2165.14,0.36,0.0,10-12-2024,Online,Mumbai,3012.1
511,2511,Men,Running,Pegasus Turbo,L,1.482213438735178,6310.25,0.1,-5679.23,2025/02/13,Online,Bangalore,2399.42
512,2512,Men,Training,Metcon 7,M,1.482213438735178,6110.96,0.0,0.0,10-12-2024,Online,Kolkata,3074.69
513,2513,Women,Basketball,Zoom Freak,XL,4.0,9848.8,0.0,0.0,2024/10/11,Online,Pune,2764.66
514,2514,Kids,Basketball,Air Jordan,M,1.0,6039.8633948635625,0.0,0.0,2025/05/26,Online,bengaluru,1790.41
515,2515,Women,Training,SuperRep Go,L,1.0,7532.24,0.0,0.0,10-12-2024,Retail,Pune,1060.53
516,2516,Kids,Running,React Infinity,L,1.482213438735178,6039.8633948635625,0.0,0.0,2024-01-21,Online,Pune,157.65
517,2517,Men,Lifestyle,Air Force 1,7,1.0,3059.89,0.0,0.0,10-12-2024,Online,hyderbad,1968.82
518,2518,Women,Basketball,Air Jordan,L,1.482213438735178,6039.8633948635625,1.03,0.0,2024-07-03,Retail,Delhi,-703.61
519,2519,Women,Running,React Infinity,L,1.482213438735178,9701.72,0.0,0.0,2024-11-10,Online,Hyd,-835.82
520,2520,Kids,Soccer,Mercurial Superfly,L,1.482213438735178,6039.8633948635625,0.14,0.0,09-05-2025,Online,bengaluru,-945.88
521,2521,Kids,Lifestyle,Blazer Mid,M,4.0,3645.35,0.0,0.0,25-09-2024,Online,Kolkata,3265.83
522,2522,Men,Running,Pegasus Turbo,XL,4.0,6243.91,0.0,0.0,2024-02-13,Retail,Kolkata,-199.13
523,2523,Men,Basketball,LeBron 20,M,1.482213438735178,7007.6,0.0,0.0,07-08-2024,Retail,Kolkata,2068.49
524,2524,Women,Lifestyle,Air Force 1,XL,1.482213438735178,6039.8633948635625,0.0,0.0,21-11-2024,Online,Kolkata,997.53
525,2525,Women,Training,Metcon 7,XL,2.0,6039.8633948635625,0.0,0.0,2025-02-18,Retail,Kolkata,3453.18
526,2526,Kids,Lifestyle,Waffle One,10,1.0,6039.8633948635625,0.0,0.0,2024-08-01,Retail,Hyderabad,3188.07
527,2527,Men,Lifestyle,Air Force 1,XL,1.482213438735178,7408.91,0.0,0.0,2024-03-18,Online,Delhi,-138.78
528,2528,Women,Training,ZoomX Invincible,11,2.0,6039.8633948635625,0.0,0.0,10-06-2025,Online,Delhi,134.1
529,2529,Men,Running,React Infinity,XL,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Kolkata,3008.62
530,2530,Women,Lifestyle,Dunk Low,M,2.0,4357.79,0.0,0.0,2025/02/27,Retail,Mumbai,3936.13
531,2531,Men,Soccer,Premier III,XL,1.482213438735178,6039.8633948635625,0.0,0.0,09-04-2025,Online,Hyderabad,2875.41
532,2532,Men,Soccer,Tiempo Legend,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/04/17,Retail,Bangalore,72.78
533,2533,Women,Training,Flex Trainer,L,1.482213438735178,6039.8633948635625,1.02,0.0,2024-01-31,Online,Mumbai,2155.46
534,2534,Women,Training,SuperRep Go,M,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Pune,506.26
535,2535,Men,Soccer,Tiempo Legend,XL,2.0,2786.84,0.21,4403.21,2025/01/25,Online,Mumbai,3345.36
536,2536,Kids,Running,Air Zoom,M,1.482213438735178,2221.78,0.55,0.0,02-10-2024,Retail,Delhi,-1091.66
537,2537,Women,Lifestyle,Waffle One,M,1.482213438735178,6039.8633948635625,0.0,0.0,2025/05/30,Retail,Bangalore,2596.8
538,2538,Men,Lifestyle,Waffle One,L,2.0,9701.24,0.0,0.0,2024/10/06,Retail,Kolkata,223.82
539,2539,Women,Running,Free RN,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/02/26,Online,bengaluru,3748.73
540,2540,Women,Lifestyle,Air Force 1,L,1.482213438735178,8794.64,0.0,0.0,2025-01-09,Online,Mumbai,-938.07
541,2541,Kids,Running,React Infinity,M,1.482213438735178,6039.8633948635625,0.0,0.0,19-05-2025,Retail,Mumbai,-1180.11
542,2542,Kids,Running,React Infinity,XL,1.482213438735178,6039.8633948635625,0.18,0.0,10-12-2024,Retail,Hyderabad,-1115.89
543,2543,Women,Lifestyle,Waffle One,L,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Hyd,-244.09
544,2544,Men,Training,ZoomX Invincible,L,1.482213438735178,8856.07,0.0,0.0,10-12-2024,Online,Bangalore,2069.93
545,2545,Men,Training,Metcon 7,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/04/26,Retail,Bangalore,924.07
546,2546,Kids,Training,ZoomX Invincible,XL,1.482213438735178,5179.57,0.0,0.0,03-10-2024,Retail,Bangalore,2084.99
547,2547,Women,Soccer,Mercurial Superfly,M,1.0,3068.13,0.0,0.0,08-07-2025,Retail,Kolkata,-586.29
548,2548,Kids,Running,Pegasus Turbo,L,1.482213438735178,9557.0,0.0,0.0,2025/04/23,Online,Delhi,3847.47
549,2549,Men,Training,Flex Trainer,XL,1.482213438735178,4366.09,0.0,0.0,10-12-2024,Retail,Delhi,1696.1
550,2550,Men,Soccer,Premier III,XL,1.0,6121.21,0.05,5815.15,2023-09-08,Online,Kolkata,2470.08
551,2551,Men,Training,ZoomX Invincible,XL,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Mumbai,853.25
552,2552,Women,Soccer,Premier III,10,1.0,6039.8633948635625,0.41,0.0,03-05-2025,Retail,hyderbad,3389.34
553,2553,Kids,Basketball,Kyrie Flytrap,L,1.482213438735178,6708.16,0.0,0.0,2025-02-24,Online,Delhi,-739.72
554,2554,Women,Training,Flex Trainer,M,1.0,6755.56,0.0,0.0,2025/01/13,Retail,bengaluru,1002.19
555,2555,Women,Basketball,Kyrie Flytrap,7,1.482213438735178,2685.95,0.0,0.0,10-12-2024,Retail,Hyderabad,3675.97
556,2556,Kids,Lifestyle,Air Force 1,10,1.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Kolkata,1327.26
557,2557,Men,Basketball,LeBron 20,M,3.0,6039.8633948635625,0.0,0.0,09-11-2024,Retail,Kolkata,1115.74
558,2558,Kids,Basketball,Kyrie Flytrap,L,1.482213438735178,3134.87,0.0,0.0,10-12-2024,Online,Mumbai,-1077.81
559,2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,0.0,0.0,2025/02/10,Online,Kolkata,-99.73
560,2560,Kids,Basketball,Zoom Freak,M,2.0,6039.8633948635625,0.0,0.0,2025/01/16,Retail,Delhi,3493.16
561,2561,Women,Soccer,Tiempo Legend,XL,1.482213438735178,3642.21,0.0,0.0,2024-03-25,Online,bengaluru,3900.7
562,2562,Kids,Training,ZoomX Invincible,L,1.0,6039.8633948635625,0.0,0.0,2024-12-21,Retail,Mumbai,-79.1
563,2563,Men,Soccer,Mercurial Superfly,M,2.0,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61
564,2564,Women,Basketball,LeBron 20,M,1.482213438735178,6039.8633948635625,0.72,0.0,2023-08-07,Online,Delhi,1279.03
565,2565,Women,Lifestyle,Dunk Low,XL,4.0,3028.41,0.0,0.0,2024-09-18,Online,Mumbai,1754.48
566,2029,Women,Running,React Infinity,L,1.482213438735178,7518.66,0.0,0.0,2024/12/16,Retail,Kolkata,2543.37
567,2567,Women,Running,Air Zoom,M,3.0,6039.8633948635625,0.0,0.0,2024/09/15,Online,Pune,1162.3
568,2030,Women,Soccer,Mercurial Superfly,L,1.482213438735178,2298.45,0.0,0.0,12-09-2024,Retail,Kolkata,-240.32
569,2569,Women,Basketball,Air Jordan,L,2.0,9605.11,0.88,2305.23,24-08-2024,Online,hyderbad,128.89
570,2570,Men,Basketball,Air Jordan,L,1.482213438735178,6039.8633948635625,0.0,0.0,22-03-2025,Online,bengaluru,2986.69
571,2571,Kids,Soccer,Phantom GT,6,1.482213438735178,4728.95,0.0,0.0,2023-11-28,Retail,Mumbai,276.98
572,2572,Men,Lifestyle,Waffle One,XL,1.482213438735178,2729.99,0.76,-655.2,2024-01-31,Retail,Pune,1204.81
573,2573,Men,Soccer,Premier III,L,1.482213438735178,6039.8633948635625,0.75,0.0,29-08-2024,Online,Delhi,301.42
574,2574,Women,Soccer,Tiempo Legend,L,1.482213438735178,3502.97,0.0,0.0,2024/09/19,Retail,Delhi,-542.87
575,2575,Men,Training,Metcon 7,XL,2.0,3582.67,0.0,0.0,2025/07/03,Online,hyderbad,1982.16
576,2576,Kids,Running,Pegasus Turbo,10,1.482213438735178,9134.77,0.0,0.0,2025/01/04,Online,Pune,-427.11
577,2577,Women,Running,Air Zoom,L,1.482213438735178,5545.52,0.0,0.0,2023-11-16,Retail,Mumbai,1185.56
578,2578,Men,Lifestyle,Blazer Mid,9,2.0,6039.8633948635625,0.0,0.0,2025/05/10,Retail,bengaluru,3550.0
579,2579,Kids,Lifestyle,Dunk Low,7,3.0,9541.83,0.0,0.0,26-07-2024,Online,Delhi,589.3
580,2580,Kids,Training,Flex Trainer,M,1.0,2749.79,0.0,0.0,06-12-2024,Retail,Kolkata,2978.85
581,2581,Kids,Running,Free RN,10,0.0,6039.8633948635625,0.53,0.0,2024/10/30,Online,Mumbai,800.45
582,2582,Men,Training,Metcon 7,M,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Kolkata,909.76
583,2583,Men,Soccer,Tiempo Legend,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024/09/03,Retail,Mumbai,3051.16
584,2584,Kids,Running,React Infinity,M,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Hyd,-123.93
585,2585,Kids,Basketball,Kyrie Flytrap,L,1.482213438735178,5066.14,1.12,0.0,17-01-2025,Retail,Kolkata,-148.71
586,2586,Men,Running,Air Zoom,L,1.482213438735178,6039.8633948635625,0.99,0.0,2024/11/24,Online,Mumbai,1146.73
587,2587,Women,Running,React Infinity,6,4.0,6039.8633948635625,0.37,0.0,10-12-2024,Online,bengaluru,-480.01
588,2588,Kids,Basketball,LeBron 20,M,1.482213438735178,6039.8633948635625,0.0,0.0,19-07-2025,Online,Pune,2861.32
589,2589,Men,Training,Metcon 7,M,3.0,6039.8633948635625,0.0,0.0,2024-09-17,Online,Kolkata,1429.18
590,2590,Men,Soccer,Premier III,XL,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,bengaluru,1766.46
591,2591,Women,Training,SuperRep Go,L,1.482213438735178,6039.8633948635625,0.0,0.0,21-06-2025,Retail,Kolkata,1261.67
592,2592,Women,Lifestyle,Blazer Mid,M,1.482213438735178,6039.8633948635625,0.0,0.0,13-10-2024,Retail,Mumbai,-907.48
593,2593,Men,Lifestyle,Dunk Low,L,1.482213438735178,8747.18,0.0,0.0,2025/01/04,Retail,Mumbai,2505.6
594,2594,Women,Training,ZoomX Invincible,XL,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,hyderbad,1534.91
595,2595,Men,Basketball,LeBron 20,XL,0.0,6039.8633948635625,0.0,0.0,2024-02-23,Retail,Delhi,420.27
596,2030,Men,Soccer,Mercurial Superfly,M,1.482213438735178,6039.8633948635625,0.7,0.0,15-03-2025,Online,Pune,-1193.55
597,2597,Kids,Running,Air Zoom,L,3.0,3348.83,0.0,0.0,2024/12/05,Online,Bangalore,-540.08
598,2598,Women,Training,Metcon 7,8,1.482213438735178,9488.84,0.0,0.0,2024/12/06,Retail,Bangalore,3505.24
599,2599,Kids,Training,Flex Trainer,12,4.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,hyderbad,-562.31
600,2600,Kids,Lifestyle,Air Force 1,M,3.0,6039.8633948635625,0.0,0.0,04-11-2024,Online,Pune,803.62
601,2601,Women,Soccer,Tiempo Legend,XL,1.0,6039.8633948635625,0.0,0.0,27-09-2024,Retail,Delhi,3739.4
602,2602,Kids,Running,Free RN,XL,2.0,3518.53,0.0,0.0,17-11-2024,Online,Pune,3494.88
603,2603,Women,Running,Air Zoom,L,0.0,6039.8633948635625,0.0,0.0,2025-03-18,Online,Hyd,-144.08
604,2047,Men,Soccer,Phantom GT,L,4.0,6136.45,0.0,0.0,2024-12-17,Online,Kolkata,2790.51
605,2605,Kids,Lifestyle,Dunk Low,L,1.482213438735178,7206.45,0.0,0.0,2025-02-01,Online,bengaluru,-228.84
606,2606,Women,Lifestyle,Air Force 1,L,1.482213438735178,4040.65,0.0,0.0,2025/06/04,Retail,Mumbai,805.92
607,2607,Women,Basketball,LeBron 20,L,1.482213438735178,6039.8633948635625,0.0,0.0,2023-08-31,Online,Kolkata,3522.02
608,2608,Women,Lifestyle,Waffle One,L,2.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Kolkata,354.67
609,2609,Kids,Soccer,Premier III,M,1.482213438735178,9649.28,0.0,0.0,2025/04/26,Online,bengaluru,2712.88
610,2610,Women,Lifestyle,Blazer Mid,M,1.482213438735178,8359.07,0.0,0.0,2025-05-06,Online,Bangalore,167.72
611,2033,Kids,Soccer,Mercurial Superfly,M,4.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Pune,2310.9
612,2612,Women,Training,Flex Trainer,M,0.0,6039.8633948635625,0.0,0.0,2023-08-10,Retail,Mumbai,507.1
613,2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,10-12-2024,Retail,Delhi,1473.37
614,2614,Women,Running,React Infinity,XL,1.482213438735178,2265.0,0.0,0.0,05-08-2024,Retail,Bangalore,2095.44
615,2615,Women,Soccer,Phantom GT,XL,3.0,3042.37,0.12,8031.86,24-03-2025,Online,Pune,2105.48
616,2616,Men,Lifestyle,Waffle One,XL,1.482213438735178,6039.8633948635625,0.2,0.0,2024-06-07,Online,Kolkata,2788.41
617,2617,Kids,Soccer,Premier III,XL,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Delhi,2772.05
618,2618,Kids,Lifestyle,Dunk Low,XL,1.482213438735178,6039.8633948635625,0.0,0.0,2025/06/23,Retail,Pune,3718.11
619,2619,Kids,Lifestyle,Waffle One,L,4.0,6039.8633948635625,0.65,0.0,2024-01-22,Online,Hyd,-300.28
620,2620,Kids,Training,Flex Trainer,XL,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Hyd,3874.67
621,2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86
622,2622,Kids,Lifestyle,Blazer Mid,M,1.482213438735178,8073.58,0.0,0.0,07-04-2025,Online,Pune,-82.31
623,2623,Men,Running,Pegasus Turbo,L,1.482213438735178,4658.42,0.0,0.0,08-04-2025,Retail,Mumbai,1622.42
624,2624,Men,Lifestyle,Blazer Mid,XL,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,bengaluru,2085.94
625,2625,Kids,Training,Flex Trainer,M,1.482213438735178,6815.44,0.0,0.0,2025-02-05,Online,Pune,3874.57
626,2626,Men,Running,Air Zoom,7,1.482213438735178,5550.99,0.0,0.0,2025/04/21,Retail,bengaluru,-757.9
627,2627,Women,Basketball,LeBron 20,7,1.482213438735178,6039.8633948635625,0.0,0.0,2023-12-31,Online,Delhi,282.13
628,2628,Kids,Basketball,Kyrie Flytrap,L,4.0,6039.8633948635625,0.44,0.0,29-06-2025,Retail,Pune,-348.88
629,2629,Kids,Lifestyle,Waffle One,XL,1.482213438735178,6039.8633948635625,0.0,0.0,2024/10/23,Retail,Bangalore,1198.75
630,2630,Kids,Running,Pegasus Turbo,L,2.0,5846.21,1.02,-233.85,10-12-2024,Online,Delhi,3880.6
631,2631,Women,Basketball,Zoom Freak,L,1.482213438735178,6039.8633948635625,0.0,0.0,16-03-2025,Online,Kolkata,2848.46
632,2632,Men,Running,Pegasus Turbo,L,1.482213438735178,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42
633,2633,Kids,Basketball,Air Jordan,10,0.0,6039.8633948635625,0.71,0.0,13-06-2025,Online,bengaluru,3634.35
634,2634,Men,Lifestyle,Waffle One,L,1.482213438735178,5815.75,0.0,0.0,22-08-2024,Retail,bengaluru,3190.46
635,2635,Women,Running,React Infinity,M,1.482213438735178,3934.22,0.0,0.0,2024-02-28,Online,Kolkata,430.63
636,2636,Men,Basketball,LeBron 20,11,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,bengaluru,3269.14
637,2637,Kids,Training,SuperRep Go,L,1.482213438735178,6039.8633948635625,0.0,0.0,20-04-2025,Retail,Hyd,3847.48
638,2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,0.0,2024-01-22,Online,Pune,654.11
639,2639,Men,Lifestyle,Blazer Mid,XL,1.482213438735178,2597.93,0.0,0.0,2025-06-25,Retail,Pune,374.95
640,2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0.0,0.0,02-08-2024,Online,Bangalore,861.92
641,2641,Men,Running,React Infinity,L,1.482213438735178,2890.77,0.0,0.0,2024/11/27,Online,bengaluru,1709.06
642,2642,Women,Lifestyle,Air Force 1,XL,1.482213438735178,6039.8633948635625,0.0,0.0,17-05-2025,Retail,Pune,-785.16
643,2643,Men,Soccer,Mercurial Superfly,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/04/17,Retail,Mumbai,2715.31
644,2644,Men,Training,SuperRep Go,M,1.0,2640.04,0.0,0.0,10-12-2024,Retail,bengaluru,1466.96
645,2022,Kids,Training,ZoomX Invincible,L,3.0,6039.8633948635625,0.0,0.0,27-11-2024,Retail,Mumbai,689.62
646,2646,Men,Soccer,Premier III,XL,1.0,6039.8633948635625,0.89,0.0,20-10-2024,Retail,Kolkata,2676.52
647,2647,Women,Basketball,Zoom Freak,L,4.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Mumbai,747.29
648,2648,Men,Running,React Infinity,L,1.482213438735178,3477.49,0.54,0.0,2025-03-06,Retail,Delhi,3487.39
649,2649,Women,Basketball,Kyrie Flytrap,L,1.482213438735178,6798.48,1.18,0.0,01-02-2025,Retail,Mumbai,2297.4
650,2650,Men,Lifestyle,Blazer Mid,L,1.482213438735178,6039.8633948635625,0.0,0.0,2023-08-14,Retail,Bangalore,3703.68
651,2651,Kids,Basketball,Air Jordan,L,1.0,6039.8633948635625,0.0,0.0,2024-10-27,Online,Kolkata,-819.33
652,2652,Women,Basketball,Air Jordan,L,2.0,6039.8633948635625,1.08,0.0,10-04-2025,Online,Delhi,-240.8
653,2653,Men,Running,Pegasus Turbo,M,1.482213438735178,6178.85,1.04,0.0,10-12-2024,Online,Hyderabad,2550.88
654,2654,Kids,Soccer,Tiempo Legend,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024-07-21,Online,Bangalore,2933.02
655,2655,Kids,Training,SuperRep Go,10,1.482213438735178,4993.94,0.0,0.0,10-12-2024,Retail,Mumbai,2420.85
656,2656,Women,Soccer,Premier III,M,1.0,5246.43,0.0,0.0,10-12-2024,Retail,Bangalore,1891.48
657,2657,Kids,Running,Air Zoom,M,4.0,6039.8633948635625,0.0,0.0,2025/04/07,Online,Delhi,494.45
658,2658,Women,Lifestyle,Dunk Low,L,1.0,6039.8633948635625,0.0,0.0,2025-04-26,Online,Delhi,155.53
659,2659,Kids,Basketball,LeBron 20,M,1.482213438735178,9945.56,1.01,0.0,12-05-2025,Online,Hyd,-1116.54
660,2660,Men,Training,Flex Trainer,L,1.482213438735178,6039.8633948635625,0.0,0.0,01-11-2024,Retail,Pune,2519.25
661,2661,Kids,Soccer,Tiempo Legend,XL,1.482213438735178,2006.63,0.0,0.0,10-12-2024,Online,Delhi,3171.69
662,2662,Kids,Training,SuperRep Go,M,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Delhi,2104.46
663,2663,Kids,Training,Metcon 7,L,2.0,6039.8633948635625,0.43,0.0,17-06-2025,Retail,Delhi,3174.81
664,2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,0.0,0.0,11-12-2024,Online,Mumbai,1726.8
665,2665,Men,Lifestyle,Waffle One,L,1.482213438735178,6140.7,0.0,0.0,10-12-2024,Online,Delhi,506.87
666,2666,Women,Soccer,Phantom GT,M,1.482213438735178,3700.75,0.0,0.0,10-12-2024,Online,Kolkata,-963.73
667,2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,0.0,0.0,2025/03/23,Online,Delhi,-623.95
668,2668,Women,Training,ZoomX Invincible,M,1.482213438735178,6039.8633948635625,0.45,0.0,2024/12/20,Retail,Bangalore,3138.32
669,2669,Women,Training,Flex Trainer,XL,1.482213438735178,6039.8633948635625,0.51,0.0,10-12-2024,Retail,Pune,1737.23
670,2027,Men,Soccer,Premier III,12,4.0,7204.01,0.0,0.0,2025-06-15,Retail,Delhi,3951.42
671,2671,Kids,Running,Air Zoom,XL,1.482213438735178,9264.49,0.0,0.0,26-06-2025,Retail,Pune,491.18
672,2672,Women,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.0,0.0,2024/08/04,Online,Mumbai,67.58
673,2673,Kids,Running,Pegasus Turbo,11,1.482213438735178,6891.25,0.63,0.0,10-12-2024,Retail,Pune,-742.85
674,2674,Women,Lifestyle,Waffle One,7,1.482213438735178,4784.45,0.0,0.0,2025/01/25,Online,Pune,3357.12
675,2675,Women,Soccer,Premier III,12,3.0,6039.8633948635625,0.0,0.0,04-04-2025,Online,Hyderabad,2731.71
676,2676,Men,Running,Air Zoom,10,1.482213438735178,6039.8633948635625,0.0,0.0,2025/05/13,Online,Delhi,3932.36
677,2677,Men,Lifestyle,Air Force 1,M,2.0,5618.62,0.0,0.0,10-12-2024,Retail,bengaluru,1745.96
